:START_ID(disease)|:END_ID(symptoms)|type:STRING|name:STRING
8616|41609|症状|症状
1402|40664|症状|症状
8756|42451|症状|症状
4676|43761|症状|症状
7795|40885|症状|症状
938|42875|症状|症状
5791|39737|症状|症状
5939|43213|症状|症状
5421|42688|症状|症状
4895|39059|症状|症状
1271|43312|症状|症状
534|40675|症状|症状
4514|38863|症状|症状
4806|40716|症状|症状
4087|40695|症状|症状
6783|39419|症状|症状
2988|42624|症状|症状
1000|42543|症状|症状
4772|41571|症状|症状
4501|38617|症状|症状
4018|43845|症状|症状
5585|41065|症状|症状
8090|43092|症状|症状
7220|43023|症状|症状
3057|41918|症状|症状
6836|42313|症状|症状
5381|42918|症状|症状
4986|41881|症状|症状
1621|43379|症状|症状
3029|42585|症状|症状
1238|42153|症状|症状
6440|39121|症状|症状
7875|42843|症状|症状
4840|38927|症状|症状
2124|40055|症状|症状
8782|40488|症状|症状
2173|42596|症状|症状
7248|42218|症状|症状
1066|41101|症状|症状
2348|42595|症状|症状
7763|42683|症状|症状
108|39664|症状|症状
4220|43968|症状|症状
2858|40974|症状|症状
3169|43213|症状|症状
8768|40867|症状|症状
639|39700|症状|症状
8490|39121|症状|症状
2034|41034|症状|症状
267|43213|症状|症状
8524|38169|症状|症状
2907|39683|症状|症状
5165|42683|症状|症状
4752|43927|症状|症状
6412|40867|症状|症状
1263|42148|症状|症状
1879|39094|症状|症状
5151|44016|症状|症状
7138|38316|症状|症状
5313|40830|症状|症状
5944|40681|症状|症状
7837|41321|症状|症状
6897|39765|症状|症状
344|41943|症状|症状
3546|41607|症状|症状
7380|39239|症状|症状
2077|41443|症状|症状
578|43353|症状|症状
6897|38133|症状|症状
4521|43213|症状|症状
7737|39418|症状|症状
8326|41101|症状|症状
5314|44020|症状|症状
6167|38436|症状|症状
8091|40062|症状|症状
185|43031|症状|症状
588|43191|症状|症状
3504|42147|症状|症状
4538|40867|症状|症状
8178|42980|症状|症状
7062|42984|症状|症状
671|40314|症状|症状
6797|42484|症状|症状
5897|38712|症状|症状
906|39186|症状|症状
1680|38634|症状|症状
2680|43228|症状|症状
8445|41101|症状|症状
6858|40909|症状|症状
4089|42683|症状|症状
5853|41600|症状|症状
7075|43213|症状|症状
5978|38794|症状|症状
1038|38712|症状|症状
3460|43411|症状|症状
4075|42683|症状|症状
4859|38318|症状|症状
2955|42828|症状|症状
3798|42270|症状|症状
3472|41036|症状|症状
5377|43638|症状|症状
6228|43362|症状|症状
6437|41165|症状|症状
5251|43663|症状|症状
6442|41943|症状|症状
7259|40994|症状|症状
7690|41636|症状|症状
414|38794|症状|症状
4775|40408|症状|症状
3758|43148|症状|症状
2873|43297|症状|症状
5186|38176|症状|症状
2003|41794|症状|症状
2044|40625|症状|症状
4538|41571|症状|症状
47|38405|症状|症状
1149|41714|症状|症状
4135|40572|症状|症状
4785|38829|症状|症状
5020|38634|症状|症状
914|38881|症状|症状
2322|38829|症状|症状
4825|40348|症状|症状
4838|40348|症状|症状
4897|42492|症状|症状
5304|43093|症状|症状
524|40055|症状|症状
4038|42360|症状|症状
49|40241|症状|症状
4524|42861|症状|症状
1591|38933|症状|症状
831|42030|症状|症状
5803|40723|症状|症状
7934|38514|症状|症状
8153|43927|症状|症状
4251|43473|症状|症状
5190|42451|症状|症状
5535|43710|症状|症状
2014|43557|症状|症状
53|41571|症状|症状
5685|42001|症状|症状
430|40214|症状|症状
8596|40750|症状|症状
6786|41167|症状|症状
3152|39924|症状|症状
2788|40665|症状|症状
6783|40513|症状|症状
8211|43927|症状|症状
6845|41279|症状|症状
7854|42744|症状|症状
7749|40917|症状|症状
1614|42029|症状|症状
761|39799|症状|症状
3647|43114|症状|症状
7378|40689|症状|症状
7856|38405|症状|症状
4315|43638|症状|症状
4414|43722|症状|症状
719|40241|症状|症状
5480|39054|症状|症状
8019|42740|症状|症状
4593|38227|症状|症状
3452|43900|症状|症状
7238|41239|症状|症状
818|42270|症状|症状
8702|39415|症状|症状
5550|40867|症状|症状
7402|40584|症状|症状
3117|42910|症状|症状
591|39442|症状|症状
4377|38933|症状|症状
5872|38259|症状|症状
6243|40867|症状|症状
4284|42767|症状|症状
3889|40867|症状|症状
658|43556|症状|症状
8299|40994|症状|症状
8248|41101|症状|症状
5122|40244|症状|症状
4205|42241|症状|症状
8483|40488|症状|症状
5057|40173|症状|症状
7726|41446|症状|症状
1780|43313|症状|症状
2649|38890|症状|症状
2172|40867|症状|症状
7360|40113|症状|症状
2552|42744|症状|症状
4671|39929|症状|症状
7522|43855|症状|症状
2042|43213|症状|症状
4618|38154|症状|症状
668|41168|症状|症状
7082|42251|症状|症状
1300|43625|症状|症状
7385|39239|症状|症状
8513|38154|症状|症状
5159|40448|症状|症状
4087|39340|症状|症状
5058|43490|症状|症状
1097|43151|症状|症状
1813|41762|症状|症状
7283|40689|症状|症状
8602|43379|症状|症状
252|39478|症状|症状
3150|43355|症状|症状
3870|39998|症状|症状
386|42170|症状|症状
5064|39699|症状|症状
7172|38727|症状|症状
4884|44036|症状|症状
3733|38436|症状|症状
6285|41103|症状|症状
6681|38920|症状|症状
4610|40754|症状|症状
5665|39327|症状|症状
1958|40310|症状|症状
3958|41101|症状|症状
7454|43656|症状|症状
785|38920|症状|症状
3115|39303|症状|症状
1105|38177|症状|症状
1213|42430|症状|症状
7291|42746|症状|症状
524|38573|症状|症状
5871|42495|症状|症状
5963|41554|症状|症状
6443|40867|症状|症状
6690|42675|症状|症状
6988|42683|症状|症状
2953|40241|症状|症状
763|38278|症状|症状
4418|42472|症状|症状
5260|43927|症状|症状
7626|41614|症状|症状
8571|38724|症状|症状
1800|40462|症状|症状
338|38780|症状|症状
8|42978|症状|症状
546|42356|症状|症状
144|41692|症状|症状
917|38259|症状|症状
8704|42495|症状|症状
93|41571|症状|症状
1165|42856|症状|症状
3582|38308|症状|症状
2722|41833|症状|症状
1804|43845|症状|症状
2182|41101|症状|症状
3476|40062|症状|症状
5739|39139|症状|症状
2069|38712|症状|症状
500|39805|症状|症状
4179|40241|症状|症状
7926|43845|症状|症状
6431|39600|症状|症状
1667|43845|症状|症状
8119|41824|症状|症状
1396|40138|症状|症状
7632|43395|症状|症状
1433|43109|症状|症状
2081|44020|症状|症状
245|40867|症状|症状
1440|41536|症状|症状
4415|41623|症状|症状
3250|38806|症状|症状
7919|40201|症状|症状
6868|42313|症状|症状
5424|41230|症状|症状
3909|40055|症状|症状
7201|39266|症状|症状
860|40994|症状|症状
5200|43030|症状|症状
2962|42251|症状|症状
4894|40615|症状|症状
8141|39255|症状|症状
6753|39442|症状|症状
2297|43464|症状|症状
8557|40396|症状|症状
7041|42573|症状|症状
6931|42360|症状|症状
1682|40704|症状|症状
3249|39946|症状|症状
7362|43213|症状|症状
3402|42575|症状|症状
5025|42440|症状|症状
6384|42492|症状|症状
1960|42978|症状|症状
3967|42255|症状|症状
8212|41346|症状|症状
6994|42175|症状|症状
8139|42665|症状|症状
5008|38274|症状|症状
7859|40242|症状|症状
799|42995|症状|症状
1219|39376|症状|症状
6058|39076|症状|症状
138|41646|症状|症状
419|43114|症状|症状
4020|43624|症状|症状
564|40562|症状|症状
6899|38292|症状|症状
4596|42674|症状|症状
7278|41095|症状|症状
1236|40999|症状|症状
6798|43190|症状|症状
3210|38927|症状|症状
3823|43927|症状|症状
3501|40407|症状|症状
7497|39296|症状|症状
2519|40200|症状|症状
942|43980|症状|症状
6947|41337|症状|症状
3173|42683|症状|症状
353|40867|症状|症状
2625|42731|症状|症状
1180|41983|症状|症状
3388|43845|症状|症状
5486|38231|症状|症状
415|40867|症状|症状
8760|38803|症状|症状
4128|38746|症状|症状
4986|38430|症状|症状
5040|38712|症状|症状
563|42809|症状|症状
6418|39141|症状|症状
5210|41321|症状|症状
654|42897|症状|症状
8480|38860|症状|症状
2543|40529|症状|症状
8400|39478|症状|症状
8122|43900|症状|症状
4565|42744|症状|症状
1540|40364|症状|症状
1536|41244|症状|症状
877|42791|症状|症状
6259|38236|症状|症状
7998|40407|症状|症状
3489|40358|症状|症状
144|42251|症状|症状
5680|40416|症状|症状
7958|38115|症状|症状
280|39060|症状|症状
1234|38418|症状|症状
675|42897|症状|症状
710|42683|症状|症状
7912|40867|症状|症状
7163|42373|症状|症状
7497|40148|症状|症状
6981|42684|症状|症状
3751|43201|症状|症状
4071|40590|症状|症状
3717|42702|症状|症状
4719|42251|症状|症状
5947|40867|症状|症状
7855|38730|症状|症状
4277|41555|症状|症状
6755|42313|症状|症状
6517|40318|症状|症状
5236|42327|症状|症状
5326|39377|症状|症状
6079|41101|症状|症状
7982|42685|症状|症状
4684|42466|症状|症状
8631|38524|症状|症状
8411|40974|症状|症状
1617|44002|症状|症状
2223|42299|症状|症状
4078|43156|症状|症状
82|40664|症状|症状
457|39938|症状|症状
3071|40714|症状|症状
1126|43927|症状|症状
1860|41822|症状|症状
2217|41196|症状|症状
4284|39991|症状|症状
8376|39138|症状|症状
7760|43006|症状|症状
233|41101|症状|症状
7463|43632|症状|症状
3829|42026|症状|症状
6454|42251|症状|症状
6595|41884|症状|症状
2773|42082|症状|症状
7868|40994|症状|症状
656|43213|症状|症状
2389|39571|症状|症状
1297|43953|症状|症状
1807|38854|症状|症状
930|39338|症状|症状
3286|38892|症状|症状
7629|40955|症状|症状
7984|39328|症状|症状
7696|41065|症状|症状
591|42683|症状|症状
8211|43516|症状|症状
5858|43555|症状|症状
8107|41101|症状|症状
1277|40574|症状|症状
931|41324|症状|症状
1771|39968|症状|症状
1772|41101|症状|症状
3717|40741|症状|症状
3513|41805|症状|症状
7377|38187|症状|症状
8041|38794|症状|症状
4030|43114|症状|症状
4755|42746|症状|症状
4869|43585|症状|症状
5067|43313|症状|症状
7371|42451|症状|症状
5080|43201|症状|症状
3004|42345|症状|症状
7244|40543|症状|症状
1129|40974|症状|症状
2688|44017|症状|症状
571|43924|症状|症状
2591|41094|症状|症状
153|40241|症状|症状
3128|41284|症状|症状
2951|40884|症状|症状
730|39458|症状|症状
3655|40241|症状|症状
4009|38657|症状|症状
8440|41285|症状|症状
549|43484|症状|症状
2130|40785|症状|症状
3115|42767|症状|症状
120|38133|症状|症状
5861|40242|症状|症状
8316|40200|症状|症状
401|40241|症状|症状
8000|42830|症状|症状
7597|41318|症状|症状
7664|38349|症状|症状
8026|38509|症状|症状
1607|40242|症状|症状
3659|41656|症状|症状
3645|43781|症状|症状
704|43845|症状|症状
3879|43041|症状|症状
8045|43980|症状|症状
3045|41101|症状|症状
6103|39991|症状|症状
95|39739|症状|症状
4655|39757|症状|症状
7800|39873|症状|症状
2309|40180|症状|症状
3129|39442|症状|症状
8806|39236|症状|症状
7385|39237|症状|症状
8125|43187|症状|症状
5024|42535|症状|症状
1712|39663|症状|症状
90|43927|症状|症状
1669|42338|症状|症状
183|40452|症状|症状
7596|43877|症状|症状
5959|40974|症状|症状
3535|42251|症状|症状
1823|41079|症状|症状
5819|40795|症状|症状
255|40754|症状|症状
3611|42973|症状|症状
907|42251|症状|症状
3133|42882|症状|症状
5663|41094|症状|症状
7300|38995|症状|症状
3057|43734|症状|症状
2853|43427|症状|症状
3412|42360|症状|症状
4178|41054|症状|症状
6563|38829|症状|症状
2473|41944|症状|症状
4344|38927|症状|症状
6569|42085|症状|症状
5224|40358|症状|症状
2092|39883|症状|症状
3530|42586|症状|症状
7794|40049|症状|症状
1467|40751|症状|症状
1213|41065|症状|症状
5186|41936|症状|症状
1079|40974|症状|症状
2336|39760|症状|症状
462|43638|症状|症状
2249|44042|症状|症状
4753|41013|症状|症状
5989|38592|症状|症状
1534|42472|症状|症状
5363|39413|症状|症状
7702|40994|症状|症状
5282|43213|症状|症状
5563|43277|症状|症状
7109|38909|症状|症状
2374|42683|症状|症状
222|41578|症状|症状
2475|40689|症状|症状
5531|43845|症状|症状
1457|39439|症状|症状
5138|39600|症状|症状
3666|39499|症状|症状
5184|41697|症状|症状
7536|41340|症状|症状
1683|42471|症状|症状
8029|41860|症状|症状
1256|43257|症状|症状
5520|41693|症状|症状
4857|40994|症状|症状
2828|43389|症状|症状
6046|40926|症状|症状
1336|41547|症状|症状
2230|41365|症状|症状
8694|39501|症状|症状
723|40714|症状|症状
785|41259|症状|症状
4751|39418|症状|症状
4110|40785|症状|症状
1758|38491|症状|症状
4387|41730|症状|症状
8501|40035|症状|症状
3921|39749|症状|症状
2708|39864|症状|症状
1028|43239|症状|症状
94|41941|症状|症状
4119|40453|症状|症状
6231|42675|症状|症状
112|38489|症状|症状
548|41521|症状|症状
5440|42746|症状|症状
1823|39534|症状|症状
3655|42596|症状|症状
1188|41675|症状|症状
2444|40407|症状|症状
3556|42106|症状|症状
1024|40664|症状|症状
6134|42251|症状|症状
2322|42749|症状|症状
3336|41911|症状|症状
4580|42313|症状|症状
5258|40055|症状|症状
6397|40159|症状|症状
8469|43148|症状|症状
4137|38509|症状|症状
992|40241|症状|症状
1036|38133|症状|症状
2513|39033|症状|症状
2480|40462|症状|症状
3929|40677|症状|症状
914|43611|症状|症状
2714|42784|症状|症状
401|40407|症状|症状
2019|42270|症状|症状
8353|38728|症状|症状
8734|39184|症状|症状
6895|42548|症状|症状
3025|39532|症状|症状
4551|42251|症状|症状
3877|38365|症状|症状
4923|39138|症状|症状
5977|42045|症状|症状
7366|40399|症状|症状
4401|42251|症状|症状
8588|39208|症状|症状
1002|42375|症状|症状
5557|39694|症状|症状
4442|39036|症状|症状
6035|40488|症状|症状
2717|42620|症状|症状
5568|43902|症状|症状
7994|41136|症状|症状
3545|41299|症状|症状
227|42178|症状|症状
6269|41555|症状|症状
8143|43277|症状|症状
1734|42839|症状|症状
2567|40510|症状|症状
372|40446|症状|症状
6047|42621|症状|症状
3485|40909|症状|症状
2151|39961|症状|症状
3406|44037|症状|症状
7203|40974|症状|症状
4158|38920|症状|症状
128|42251|症状|症状
4150|40051|症状|症状
2583|39730|症状|症状
3863|40200|症状|症状
5767|39998|症状|症状
775|39590|症状|症状
6267|43213|症状|症状
4729|42859|症状|症状
1237|39751|症状|症状
8720|42338|症状|症状
7454|40159|症状|症状
4965|42523|症状|症状
5705|43379|症状|症状
8779|43812|症状|症状
1227|42077|症状|症状
1375|42415|症状|症状
8125|43482|症状|症状
8669|43837|症状|症状
7995|42192|症状|症状
1881|39221|症状|症状
135|42882|症状|症状
3055|43213|症状|症状
4786|40348|症状|症状
7711|40994|症状|症状
1262|40494|症状|症状
2577|40062|症状|症状
2960|40286|症状|症状
944|40615|症状|症状
4584|39821|症状|症状
958|42683|症状|症状
108|43362|症状|症状
8804|41101|症状|症状
900|43484|症状|症状
5105|43927|症状|症状
322|41401|症状|症状
1725|40785|症状|症状
2227|43277|症状|症状
8446|40974|症状|症状
5196|42122|症状|症状
8048|39328|症状|症状
8426|39510|症状|症状
5152|40667|症状|症状
4720|41918|症状|症状
5720|38181|症状|症状
1396|41286|症状|症状
543|43213|症状|症状
639|40785|症状|症状
3126|41732|症状|症状
8202|43730|症状|症状
4485|39448|症状|症状
1999|39776|症状|症状
6647|42270|症状|症状
2895|41997|症状|症状
3176|41094|症状|症状
5363|42417|症状|症状
3549|41712|症状|症状
6253|40994|症状|症状
246|44078|症状|症状
3319|43088|症状|症状
4713|41101|症状|症状
5944|38182|症状|症状
5855|43213|症状|症状
5583|38713|症状|症状
7863|42016|症状|症状
2879|39095|症状|症状
943|40847|症状|症状
5110|41199|症状|症状
1409|40479|症状|症状
3506|39493|症状|症状
334|38651|症状|症状
7466|39946|症状|症状
8732|39832|症状|症状
8322|40487|症状|症状
3429|42526|症状|症状
6075|38532|症状|症状
6671|42828|症状|症状
1672|38173|症状|症状
6391|43114|症状|症状
2111|38729|症状|症状
2735|41244|症状|症状
1712|40587|症状|症状
3883|43148|症状|症状
6186|42251|症状|症状
259|42270|症状|症状
3966|42147|症状|症状
5085|43562|症状|症状
2038|42978|症状|症状
5720|43516|症状|症状
7089|38115|症状|症状
5374|43738|症状|症状
6084|41101|症状|症状
8479|40286|症状|症状
5646|41309|症状|症状
1967|41571|症状|症状
7112|43191|症状|症状
3462|42472|症状|症状
4219|42918|症状|症状
1655|42258|症状|症状
2773|38209|症状|症状
640|43708|症状|症状
4465|39590|症状|症状
42|40689|症状|症状
6043|40697|症状|症状
2193|43340|症状|症状
3004|40348|症状|症状
3726|40241|症状|症状
4094|42369|症状|症状
2295|43002|症状|症状
277|41101|症状|症状
90|41943|症状|症状
5904|41882|症状|症状
6891|40867|症状|症状
3660|41522|症状|症状
2881|40055|症状|症状
5238|42116|症状|症状
5592|38265|症状|症状
5109|43927|症状|症状
6982|42414|症状|症状
6443|42010|症状|症状
2392|43023|症状|症状
3421|43213|症状|症状
7971|43256|症状|症状
1485|38685|症状|症状
5575|39694|症状|症状
1120|43669|症状|症状
764|40176|症状|症状
1655|39189|症状|症状
1340|42003|症状|症状
7505|42043|症状|症状
376|41403|症状|症状
1164|40776|症状|症状
69|41037|症状|症状
4161|39597|症状|症状
7946|40348|症状|症状
2439|40858|症状|症状
3124|43351|症状|症状
5684|42150|症状|症状
1466|38255|症状|症状
7221|44079|症状|症状
7943|40358|症状|症状
3881|38405|症状|症状
2249|42395|症状|症状
3223|38918|症状|症状
8631|43275|症状|症状
6708|42313|症状|症状
663|42251|症状|症状
2591|41719|症状|症状
3284|43014|症状|症状
6484|42869|症状|症状
7872|38509|症状|症状
8500|38154|症状|症状
4842|40695|症状|症状
6968|40348|症状|症状
8698|40974|症状|症状
8482|42696|症状|症状
2828|38228|症状|症状
8406|43387|症状|症状
721|42185|症状|症状
8322|40237|症状|症状
5010|38676|症状|症状
272|39643|症状|症状
225|41571|症状|症状
3432|40462|症状|症状
951|40867|症状|症状
6092|38144|症状|症状
3589|38550|症状|症状
6656|42372|症状|症状
4460|40505|症状|症状
8705|38230|症状|症状
6714|41173|症状|症状
1626|43734|症状|症状
3360|41448|症状|症状
6710|41039|症状|症状
8799|41509|症状|症状
978|42523|症状|症状
5185|38133|症状|症状
3503|41104|症状|症状
1751|42843|症状|症状
1408|39590|症状|症状
900|43119|症状|症状
1425|44043|症状|症状
2777|43048|症状|症状
4092|41576|症状|症状
3471|42586|症状|症状
7204|41101|症状|症状
1836|40242|症状|症状
2323|43855|症状|症状
2689|39138|症状|症状
3010|43607|症状|症状
3404|41975|症状|症状
4369|38509|症状|症状
5226|41732|症状|症状
903|39442|症状|症状
95|43638|症状|症状
2085|43995|症状|症状
1068|43980|症状|症状
7601|40518|症状|症状
2976|40625|症状|症状
2668|41101|症状|症状
1739|39352|症状|症状
8455|43213|症状|症状
919|38919|症状|症状
327|41101|症状|症状
742|41014|症状|症状
3336|40675|症状|症状
3927|41521|症状|症状
7007|41943|症状|症状
980|43213|症状|症状
6216|38711|症状|症状
5425|39737|症状|症状
5081|42151|症状|症状
4702|41101|症状|症状
6029|43277|症状|症状
8239|39819|症状|症状
1566|39605|症状|症状
94|41107|症状|症状
8376|41548|症状|症状
3531|42843|症状|症状
3687|39138|症状|症状
8427|38436|症状|症状
8058|39093|症状|症状
1976|42893|症状|症状
2270|38858|症状|症状
6011|38299|症状|症状
196|41967|症状|症状
1391|42746|症状|症状
7160|43704|症状|症状
425|40909|症状|症状
6206|43845|症状|症状
8449|42803|症状|症状
308|43638|症状|症状
2823|39368|症状|症状
4296|40068|症状|症状
7417|43148|症状|症状
5545|39609|症状|症状
7801|41925|症状|症状
6133|42320|症状|症状
4438|40909|症状|症状
2031|40551|症状|症状
802|42262|症状|症状
2795|40161|症状|症状
3218|43379|症状|症状
6548|40994|症状|症状
2137|40365|症状|症状
8478|43187|症状|症状
447|40886|症状|症状
2006|38716|症状|症状
1754|39358|症状|症状
3616|42740|症状|症状
4035|43970|症状|症状
5797|41532|症状|症状
4999|44060|症状|症状
5399|40625|症状|症状
35|38606|症状|症状
406|40753|症状|症状
1122|41571|症状|症状
4793|40994|症状|症状
6246|40241|症状|症状
5233|44020|症状|症状
3413|41720|症状|症状
3231|43297|症状|症状
1035|38794|症状|症状
8667|39258|症状|症状
681|41128|症状|症状
8332|40867|症状|症状
958|42696|症状|症状
6530|38133|症状|症状
292|38377|症状|症状
8481|43460|症状|症状
6759|44037|症状|症状
294|39991|症状|症状
2538|38634|症状|症状
336|40867|症状|症状
420|41840|症状|症状
1551|40397|症状|症状
8645|43277|症状|症状
2806|43704|症状|症状
3838|38990|症状|症状
4186|43038|症状|症状
7403|40590|症状|症状
1767|40665|症状|症状
62|41101|症状|症状
3138|42251|症状|症状
327|39012|症状|症状
4189|41204|症状|症状
6802|40994|症状|症状
6216|40348|症状|症状
8483|43927|症状|症状
8150|42251|症状|症状
2556|40665|症状|症状
7237|40408|症状|症状
664|40189|症状|症状
6164|40062|症状|症状
2522|40239|症状|症状
5648|39464|症状|症状
2230|42356|症状|症状
3190|42720|症状|症状
3577|38473|症状|症状
5015|38864|症状|症状
1719|43104|症状|症状
2736|39677|症状|症状
4266|41403|症状|症状
2865|41101|症状|症状
7793|41980|症状|症状
3737|38349|症状|症状
4971|42897|症状|症状
6578|39998|症状|症状
7864|41750|症状|症状
1599|43340|症状|症状
6291|43607|症状|症状
3035|43114|症状|症状
6104|43096|症状|症状
687|39999|症状|症状
4682|40062|症状|症状
1561|40200|症状|症状
8806|43856|症状|症状
990|40159|症状|症状
1109|40909|症状|症状
718|38369|症状|症状
2681|38123|症状|症状
3076|40697|症状|症状
414|40754|症状|症状
3829|41037|症状|症状
7475|42653|症状|症状
3964|40242|症状|症状
8243|43152|症状|症状
569|43924|症状|症状
8734|43189|症状|症状
2431|42360|症状|症状
6153|41415|症状|症状
2176|40200|症状|症状
4321|38396|症状|症状
2157|41101|症状|症状
7719|42013|症状|症状
7947|41736|症状|症状
7682|41557|症状|症状
174|42821|症状|症状
2494|42638|症状|症状
6835|39694|症状|症状
435|40358|症状|症状
1613|43845|症状|症状
1102|42410|症状|症状
7400|42523|症状|症状
2960|41918|症状|症状
7367|42356|症状|症状
1752|40163|症状|症状
5684|41550|症状|症状
6322|40994|症状|症状
7468|39832|症状|症状
4050|39694|症状|症状
3224|41101|症状|症状
1422|38209|症状|症状
1692|40081|症状|症状
2219|43543|症状|症状
7871|38927|症状|症状
1327|43277|症状|症状
2841|43049|症状|症状
2723|40994|症状|症状
505|39033|症状|症状
552|40159|症状|症状
2988|43136|症状|症状
3545|43313|症状|症状
3071|40689|症状|症状
4031|41943|症状|症状
2310|43885|症状|症状
4933|40867|症状|症状
6099|43148|症状|症状
772|43845|症状|症状
6713|41757|症状|症状
5555|40695|症状|症状
359|40191|症状|症状
3110|40999|症状|症状
3966|42666|症状|症状
4941|43191|症状|症状
5509|38303|症状|症状
1594|42360|症状|症状
4024|42595|症状|症状
5154|43390|症状|症状
5740|43703|症状|症状
8306|43256|症状|症状
8655|38881|症状|症状
4896|41918|症状|症状
6145|40909|症状|症状
3286|42188|症状|症状
7350|40399|症状|症状
1118|40141|症状|症状
1248|38116|症状|症状
1522|40200|症状|症状
2721|40453|症状|症状
2527|38296|症状|症状
7491|41575|症状|症状
171|39316|症状|症状
6726|40706|症状|症状
7534|41732|症状|症状
8157|39694|症状|症状
1229|43855|症状|症状
7619|38794|症状|症状
7588|42077|症状|症状
2707|38705|症状|症状
6851|42373|症状|症状
8613|39964|症状|症状
5070|42102|症状|症状
4854|41427|症状|症状
8315|40770|症状|症状
6669|39556|症状|症状
1338|42003|症状|症状
5340|39693|症状|症状
5118|43567|症状|症状
1391|42170|症状|症状
4614|39853|症状|症状
597|43771|症状|症状
1591|39138|症状|症状
1446|39760|症状|症状
4075|40241|症状|症状
7743|42337|症状|症状
4501|40200|症状|症状
1051|41680|症状|症状
3432|42866|症状|症状
7267|43791|症状|症状
6048|42237|症状|症状
69|38861|症状|症状
8748|43103|症状|症状
8796|40994|症状|症状
6014|40372|症状|症状
2972|38838|症状|症状
1742|43213|症状|症状
7214|40898|症状|症状
6201|41346|症状|症状
7046|41318|症状|症状
636|42897|症状|症状
3707|40952|症状|症状
5703|38205|症状|症状
3639|41415|症状|症状
5835|39611|症状|症状
7990|43038|症状|症状
1998|40841|症状|症状
6828|40241|症状|症状
8449|38815|症状|症状
5065|43148|症状|症状
5986|39998|症状|症状
3443|40408|症状|症状
3008|42299|症状|症状
8041|38712|症状|症状
8673|41660|症状|症状
3389|38606|症状|症状
1561|42356|症状|症状
2974|38919|症状|症状
6867|41357|症状|症状
7385|42568|症状|症状
1217|43619|症状|症状
6197|40257|症状|症状
314|41101|症状|症状
1016|43337|症状|症状
823|38133|症状|症状
2186|40200|症状|症状
6944|42041|症状|症状
3264|41214|症状|症状
6705|38386|症状|症状
1746|43927|症状|症状
7807|40994|症状|症状
814|42433|症状|症状
4084|39265|症状|症状
664|40448|症状|症状
6833|38825|症状|症状
8573|42251|症状|症状
3498|39442|症状|症状
6897|39694|症状|症状
971|43180|症状|症状
7492|39693|症状|症状
8088|41026|症状|症状
4015|38883|症状|症状
313|40224|症状|症状
1045|42251|症状|症状
956|40695|症状|症状
5859|40348|症状|症状
4933|39487|症状|症状
2598|42472|症状|症状
1783|40358|症状|症状
418|43383|症状|症状
5123|40159|症状|症状
1724|43162|症状|症状
1175|41574|症状|症状
2328|43213|症状|症状
6483|41360|症状|症状
1174|39532|症状|症状
6715|40462|症状|症状
4994|39379|症状|症状
4321|43309|症状|症状
1651|42848|症状|症状
3792|41811|症状|症状
38|41840|症状|症状
8247|40358|症状|症状
3595|41824|症状|症状
3388|40500|症状|症状
2416|39733|症状|症状
1733|42147|症状|症状
303|41101|症状|症状
2503|42364|症状|症状
1502|43607|症状|症状
2922|43630|症状|症状
765|43166|症状|症状
6694|39637|症状|症状
475|43277|症状|症状
3798|43463|症状|症状
5224|43508|症状|症状
687|38145|症状|症状
7092|40848|症状|症状
2344|40416|症状|症状
7546|43389|症状|症状
8638|39694|症状|症状
6359|42251|症状|症状
7878|41101|症状|症状
3815|43151|症状|症状
687|42883|症状|症状
1879|41554|症状|症状
7522|40909|症状|症状
6309|39605|症状|症状
5792|42064|症状|症状
2829|42855|症状|症状
4069|38507|症状|症状
6582|40087|症状|症状
142|43704|症状|症状
8277|40407|症状|症状
8475|42683|症状|症状
4615|38371|症状|症状
3337|43256|症状|症状
4592|41197|症状|症状
993|43900|症状|症状
6663|41095|症状|症状
381|39071|症状|症状
1594|40062|症状|症状
4352|39977|症状|症状
1118|40018|症状|症状
8397|43877|症状|症状
152|39148|症状|症状
8328|41540|症状|症状
2323|42830|症状|症状
1785|43855|症状|症状
8273|40867|症状|症状
2972|43147|症状|症状
5473|39419|症状|症状
769|43761|症状|症状
863|40407|症状|症状
6187|39138|症状|症状
6943|43261|症状|症状
1265|43114|症状|症状
1705|43638|症状|症状
5031|41101|症状|症状
4610|42399|症状|症状
814|38606|症状|症状
3693|43832|症状|症状
4711|41044|症状|症状
8024|43162|症状|症状
1121|38767|症状|症状
3672|38564|症状|症状
4523|41328|症状|症状
613|41101|症状|症状
5962|39737|症状|症状
813|43761|症状|症状
1334|40286|症状|症状
5651|42360|症状|症状
7017|41321|症状|症状
6757|38920|症状|症状
7612|41094|症状|症状
6240|39125|症状|症状
793|39604|症状|症状
5364|38525|症状|症状
8332|43213|症状|症状
5216|42382|症状|症状
2220|43122|症状|症状
2756|41819|症状|症状
3418|41344|症状|症状
5710|40348|症状|症状
1143|44043|症状|症状
1896|41028|症状|症状
7997|41415|症状|症状
1869|42858|症状|症状
52|39749|症状|症状
5643|42064|症状|症状
7646|41324|症状|症状
793|39358|症状|症状
8781|41197|症状|症状
4579|39470|症状|症状
7494|41262|症状|症状
1309|43489|症状|症状
1439|39324|症状|症状
6262|42866|症状|症状
2366|41094|症状|症状
3716|43607|症状|症状
7994|43126|症状|症状
6983|40199|症状|症状
8625|43942|症状|症状
2506|43742|症状|症状
2183|42675|症状|症状
